ticker,FUND_EXPENSE_RATIO,FUND_ASSETS_USD,AVERAGE_BID_ASK_SPREAD,FUND_LEVERAGE,INVERSE_FUND_INDICATOR,ACTIVELY_MANAGED,ID_BB_ULTIMATE_PARENT_CO_NAME,FUND_ASSET_CLASS_FOCUS,FUND_STRATEGY,STYLE_ANALYSIS_REGION_FOCUS,FUND_MKT_CAP_FOCUS,FUND_TYP,FUND_STRATEGY,INDEX_WEIGHTING_METHODOLOGY,REBALANCING_FREQUENCY
PRNT,0.66,38.84922028,1.767626042,N,N,N,ARK Investment Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Unknown
CID,0.45,40.37155914,0.571309114,N,N,N,Victory Capital Advisers Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Unknown
CXSE,0.32,137.0338745,0.228157441,N,N,N,WisdomTree Investments Inc,Equity,Blend,Emerging Asia,Broad Market,ETF,Blend,Market Cap,Yearly
MBSD,0.2,37.38248062,0.235450822,N,N,N,Northern Trust Corp,Fixed Income,Mortgage-Backed,#N/A N/A,#N/A N/A,ETF,Mortgage-Backed,Duration,Monthly
FLCO,0.35,124.0212402,0.274085956,N,N,Y,Franklin Resources Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Unknown
PXSG,0.39,79.97966766,0.295120961,N,N,N,Invesco Ltd,Equity,Growth,North America,Small-cap,ETF,Growth,Fundamentals,Yearly
SMHD,0.85,40.53406143,1.620960513,Y,N,N,UBS Group AG,Equity,Blend,North America,Small-cap,ETN,Blend,Unknown,Quarterly
EUDG,0.58,41.34441376,0.231951716,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Dividend,Yearly
PSAU,0.75,29.6585865,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
EMCG,0.32,35.84272385,0.547048633,N,N,Y,WisdomTree Investments Inc,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Fundamentals,Yearly
QMOM,0.49,65.85321045,0.106244444,N,N,N,Empirical Finance LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Unknown
CEZ,0.5,17.95731163,0.219453613,N,N,N,Victory Capital Advisers Inc,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Proprietary,Semi-Annually
PSCE,0.29,21.27901459,0.687489644,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
JHMH,0.5,52.36446381,0.144791839,N,N,N,Manulife Financial Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
EUMV,0.25,24.62150955,0.151488761,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
CACG,0.53,101.855957,0.321170402,N,N,Y,Legg Mason Inc,Equity,Growth,North America,Broad Market,ETF,Growth,Not Applicable,Unknown
GHII,0.45,59.18680191,0.5923738,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
DOD,#N/A N/A,35.57960129,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,#N/A N/A,Large-cap,ETN,Blend,Equal,Not Applicable
FDMO,0.29,111.1962357,0.103183658,N,N,N,FMR LLC,Equity,Growth,North America,Broad Market,ETF,Growth,Proprietary,Quarterly
GAMR,0.75,92.17015839,0.427667491,N,N,N,ETF Managers Group LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
TBX,0.95,25.18895149,0.046705814,Y,Y,N,ProFunds Group,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Daily
BSCQ,0.1,109.9502716,0.135636652,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
INFR,0.53,21.39456558,2.624291415,N,N,N,Legg Mason Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Multi Factor,Quarterly
IFLY,0.75,37.38359833,0.722356703,N,N,N,ETF Managers Group LLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
EWUS,0.59,65.64825439,0.614887229,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Market Cap,Quarterly
FXP,0.95,37.79814529,0.048033178,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
WIL,0.45,39.04837418,0.321894383,N,N,N,Barclays PLC,Equity,Blend,North America,Broad Market,ETN,Blend,Multi Factor,Quarterly
IMTB,0.06,74.63710022,0.232837746,N,N,N,BlackRock Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Monthly
EXIV,1.35,13.67615795,1.275804875,Y,Y,N,UBS Group AG,Specialty,Specialty,#N/A N/A,#N/A N/A,ETN,Specialty,Unknown,Not Applicable
RFFC,0.52,140.856781,0.13808332,N,N,Y,SS&C Technologies Holdings Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Not Applicable,Monthly
RODI,0.45,39.64006042,#N/A N/A,N,N,N,Barclays PLC,Equity,Blend,Developed Market,Large-cap,ETN,Blend,Equal,Unknown
UMDD,0.95,22.6499424,0.312289621,Y,N,N,ProFunds Group,Equity,Blend,North America,Mid-cap,ETF,Blend,Market Cap,Daily
RWW,0.45,33.20315552,0.201602165,N,N,N,Invesco Ltd,Equity,Blend,North America,Large-cap,ETF,Blend,Fundamentals,Quarterly
DVYL,0.35,36.00696182,0.513751067,Y,N,N,UBS Group AG,Equity,Blend,North America,#N/A N/A,ETN,Blend,Market Cap,Not Applicable
GLL,0.95,13.52681255,0.042839292,Y,Y,N,ProFunds Group,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETF,Precious Metals,Single Asset,Daily
EEV,0.95,18.42328262,0.095156686,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
FILL,0.39,47.3072319,0.789753944,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
ENOR,0.53,32.08409119,0.429184867,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
BEMO,0.79,70.11738586,0.118250339,N,N,N,US Bancorp,Mixed Allocation,Dynamic Allocation,North America,#N/A N/A,ETF,Dynamic Allocation,Multi Factor,Semi-Annually
FDLO,0.29,212.4429169,0.103029569,N,N,N,FMR LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Semi-Annually
ROUS,0.19,271.7486267,0.19225063,N,N,N,Hartford Financial Services Gr,Equity,Blend,North America,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
FQAL,0.29,151.0502472,0.101800819,N,N,N,FMR LLC,Equity,Value,North America,Broad Market,ETF,Value,Proprietary,Quarterly
NLR,0.61,23.65041542,0.512997288,N,N,N,Van Eck Associates Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
SCIN,0.77,13.14711475,1.550611496,N,N,N,Ameriprise Financial Inc,Equity,Blend,Emerging Asia,Small-cap,ETF,Blend,Market Cap,Yearly
JHMC,0.5,39.74528503,0.189567809,N,N,N,Manulife Financial Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
ARCM,0.38,61.1080246,0.906900178,N,N,Y,Arrow Investment Advisors LLC,Mixed Allocation,Conservative Allocation,#N/A N/A,#N/A N/A,ETF,Conservative Allocation,Not Applicable,Quarterly
JPMV,0.3,39.31156921,0.094291595,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
BDCZ,0.85,7.924759865,0.590263552,N,N,N,UBS Group AG,Equity,Blend,Developed Market,Broad Market,ETN,Blend,Unknown,Not Applicable
ARKG,0.75,407.6707153,0.141072892,N,N,Y,ARK Investment Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Not Applicable,Unknown
FCEF,2.96,35.7253952,0.565027485,N,N,Y,Grace Partners of DuPage LP,Mixed Allocation,Dynamic Allocation,Developed Market,#N/A N/A,ETF,Dynamic Allocation,Not Applicable,Unknown
OIIL,0.55,4.063720226,#N/A N/A,N,N,N,Credit Suisse Group AG,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Other
TTAC,0.59,123.1157532,0.192172664,N,N,Y,Trim Tabs Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Not Applicable,Unknown
PXJ,0.63,13.93941307,0.308087471,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
EMTL,0.65,64.06354523,0.25663217,N,N,Y,State Street Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Other
HFXJ,0.3,5.041070938,0.353722502,N,N,N,New York Life Insurance Co,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Not Applicable,Quarterly
REML,0.5,94.52968597,0.6353063,Y,Unknown,N,Credit Suisse Group AG,Equity,Blend,North America,Broad Market,ETN,Blend,Unknown,Unknown
PREF,0.55,62.04143524,0.11354591,N,N,Y,Principal Financial Group Inc,Fixed Income,Preferred,#N/A N/A,#N/A N/A,ETF,Preferred,Market Cap,Not Applicable
NUSA,0.2,27.24931526,0.196556972,N,N,N,TIAA Board of Overseers,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Multi Factor,Monthly
HDMV,0.8,91.26567841,0.299385724,N,N,Y,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Quarterly
EWSC,0.4,33.67811966,0.941768781,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Equal,Quarterly
DBKO,0.58,5.364720345,0.490349844,N,N,N,Deutsche Bank AG,Equity,Blend,Global,Large-cap,ETF,Blend,Market Cap,Monthly
EFZ,0.95,37.93091583,0.058857556,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
DZK,0.95,15.15266609,0.386899735,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,Developed Europe,Large-cap,ETF,Blend,Market Cap,Daily
CSA,0.35,28.86870766,0.219669357,N,N,N,Victory Capital Advisers Inc,Equity,Blend,North America,Small-cap,ETF,Blend,Proprietary,Unknown
BBC,0.79,26.71117401,0.369830356,N,N,N,Virtus Investment Partners Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Semi-Annually
VEGI,0.39,28.97072029,0.210510994,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
JPEH,0.38,6.891049862,#N/A N/A,N,N,N,JPMorgan Chase & Co,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Monthly
OILX,0.5,12.19880009,0.169679151,N,N,N,UBS Group AG,Equity,Blend,Developed Market,Broad Market,ETN,Blend,Market Cap,Quarterly
RUSS,0.95,22.63346481,0.200242338,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
CPI,0.44,55.1960907,0.235035714,N,N,N,New York Life Insurance Co,Alternative,Equity Hedge,Developed Market,#N/A N/A,ETF,Equity Hedge,Multi Factor,Monthly
WMCR,0.59,23.03047943,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,Global,Small-cap,ETF,Blend,Market Cap,Monthly
QWLD,0.3,23.37558746,0.258878622,N,N,N,State Street Corp,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
FKU,0.8,10.85984898,0.572858731,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
GSD,0.43,15.11966419,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Dividend,Yearly
QINC,#N/A N/A,31.09898186,#N/A N/A,N,N,N,Grace Partners of DuPage LP,Equity,Value,#N/A N/A,Large-cap,ETF,Value,Multi Factor,Quarterly
PSR,0.35,59.59947205,0.500075266,N,N,Y,Invesco Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Not Applicable,Quarterly
YMLI,0.86,18.1112957,3.261958466,N,N,N,Van Eck Associates Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Yearly
VQT,0.95,16.81758881,1.790492998,N,N,N,Barclays PLC,Equity,Blend,North America,Large-cap,ETN,Blend,Proprietary,Not Applicable
IDHQ,0.29,31.47597122,0.461567848,N,N,N,Invesco Ltd,Equity,Blend,Global,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
EWRE,0.4,45.80687332,0.138373569,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Equal,Quarterly
LSVX,1.3,2.977711916,#N/A N/A,N,N,N,UBS Group AG,Specialty,Specialty,#N/A N/A,#N/A N/A,ETN,Specialty,Proprietary,Quarterly
TYO,0.95,14.23762608,0.458342698,Y,Y,N,Rafferty Asset Management LLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Daily
EPV,0.95,14.71750927,0.218040625,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
FWDD,1.25,29.98000336,#N/A N/A,N,N,Y,AdvisorShares Trust,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Not Applicable
FLRT,1.1,29.2519989,1.529091733,N,N,Y,AdvisorShares Trust,Fixed Income,Bank Loans,#N/A N/A,#N/A N/A,ETF,Bank Loans,Not Applicable,Not Applicable
YAO,0.7,18.89478874,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,Emerging Asia,Broad Market,ETF,Blend,Market Cap,Yearly
WTID,1.85,4.32791996,0.385608812,Y,N,N,UBS Group AG,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Not Applicable
XSOE,0.32,311.4815979,0.293658199,N,N,N,WisdomTree Investments Inc,Equity,Growth,Emerging Market,Broad Market,ETF,Growth,Market Cap,Yearly
EQWM,0.25,24.33903122,0.458631037,N,N,N,Invesco Ltd,Equity,Blend,North America,Mid-cap,ETF,Blend,Equal,Yearly
SMCP,0.9,23.03389931,0.750677313,N,N,Y,US Bancorp,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Not Applicable,Daily
AMUB,0.8,6.225039959,0.405903079,N,N,N,UBS Group AG,Equity,Blend,Developed Market,Large-cap,ETN,Blend,Market Cap,Not Applicable
DPST,0.95,20.13196945,0.290080179,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
TERM,0.65,36.66970444,0.239358914,N,N,Y,Grace Partners of DuPage LP,Mixed Allocation,Dynamic Allocation,North America,#N/A N/A,ETF,Dynamic Allocation,Proprietary,Monthly
QLC,0.32,49.73263931,0.132958842,N,N,N,Northern Trust Corp,Equity,Blend,North America,Large-cap,ETF,Blend,Multi Factor,Quarterly
DRIP,0.95,39.79147339,0.075636541,Y,Y,N,Rafferty Asset Management LLC,Equity,Bear Market,North America,Broad Market,ETF,Bear Market,Equal,Quarterly
CBND,0.06,66.30136871,0.259300187,N,N,N,State Street Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Multi Factor,Yearly
PAF,0.49,21.49027443,#N/A N/A,N,N,N,Invesco Ltd,Equity,Value,Developed Market,Large-cap,ETF,Value,Fundamentals,Quarterly
ASHS,0.65,70.68988037,0.160297643,N,N,N,Deutsche Bank AG,Equity,Blend,Emerging Market,Small-cap,ETF,Blend,Market Cap,Semi-Annually
BSJO,0.42,82.70629883,0.279271851,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
MPCT,#N/A N/A,54.5943985,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Fundamentals,Quarterly
PEZ,0.6,49.71471405,0.411898959,N,N,N,Invesco Ltd,Equity,Growth,Developed Market,Broad Market,ETF,Growth,Multi Factor,Quarterly
DZZ,0.75,40.21020126,0.754759533,Y,Y,N,Deutsche Bank AG,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETN,Precious Metals,Single Asset,Not Applicable
BZQ,0.95,29.88130569,0.099536843,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
FLN,0.8,15.45731258,0.797175173,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Latin America,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
OLEM,0.85,2.099996567,0.3816345,N,N,N,Barclays PLC,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Not Applicable
DWPP,0.6,47.03210068,0.38850227,N,N,N,Grace Partners of DuPage LP,Mixed Allocation,Dynamic Allocation,Developed Market,#N/A N/A,ETF,Dynamic Allocation,Proprietary,Monthly
ISMD,0.65,84.03560638,0.754473335,N,N,N,BTS Asset Management Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Quarterly
LMLP,0.85,25.39034462,0.768921973,Y,N,N,UBS Group AG,Equity,Blend,Developed Market,Broad Market,ETN,Blend,Unknown,Unknown
RISE,0.75,12.03931522,0.314635152,N,N,Y,ETF Managers Group LLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Not Applicable,Quarterly
SRS,0.95,20.28398895,0.068858682,Y,Y,N,ProFunds Group,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Daily
TFLO,0.15,598.2702637,0.028985269,N,N,N,BlackRock Inc,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
VALX,0.79,21.40152931,1.105106168,N,N,N,US Bancorp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Not Applicable,Semi-Annually
PXQ,0.63,69.276474,0.182193418,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
ALFA,0.69,20.65503502,0.565244774,N,N,N,US Bancorp,Alternative,Equity Hedge,Developed Market,#N/A N/A,ETF,Equity Hedge,Proprietary,Quarterly
MLPE,0.85,#N/A N/A,0.85728684,N,N,N,Citigroup Inc,Equity,Blend,Developed Market,Large-cap,ETN,Blend,Equal,Unknown
ACWF,0.35,117.0081406,0.216436366,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Semi-Annually
CNXT,0.65,26.02959824,0.264645371,N,N,N,Van Eck Associates Corp,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Market Cap,Semi-Annually
FINU,0.95,28.06268692,0.107939618,Y,N,N,ProFunds Group,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Daily
SEF,0.95,21.11803246,0.057364734,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
ENY,0.66,13.01850986,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
FXS,0.4,14.76769733,0.173767933,N,N,N,Invesco Ltd,Specialty,Currency,Global,#N/A N/A,ETF,Currency,Single Asset,Not Applicable
AGZD,0.23,80.88340759,0.263634135,N,N,N,WisdomTree Investments Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Monthly
PZI,1.58,16.68332863,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Equal,Quarterly
BYLD,0.25,57.32682037,0.114095426,N,N,N,BlackRock Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Proprietary,Quarterly
GRID,0.7,27.63089371,0.18531071,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
PHDG,0.39,37.57477951,0.485659792,N,N,Y,Invesco Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Proprietary,Quarterly
DVHL,0.85,20.72245026,0.900893082,Y,N,N,UBS Group AG,Equity,Blend,North America,#N/A N/A,ETN,Blend,Market Cap,Quarterly
FFIU,0.5,45.15406418,0.493398505,N,N,Y,OBP Capital LLC,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Not Applicable
DUG,0.95,22.53903198,0.084802947,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
HGSD,0.43,8.730023384,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Fundamentals,Yearly
MFDX,0.39,42.20020294,0.237561444,N,N,N,Allianz SE,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Quarterly
MFUS,0.29,95.23945618,0.237735359,N,N,N,Allianz SE,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Quarterly
CMDT,0.75,14.65761566,#N/A N/A,N,N,N,BlackRock Inc,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Proprietary,Yearly
CUMB,0.59,8.694799423,#N/A N/A,N,N,Y,Virtus Investment Partners Inc,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Not Applicable,Monthly
FTXL,0.6,29.56285095,0.650170034,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Quarterly
ESGL,0.4,29.27189255,0.082929146,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Proprietary,Quarterly
SAA,0.95,24.97831917,0.534474585,Y,N,N,ProFunds Group,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Daily
ICOL,0.61,15.30747318,0.301270177,N,N,N,BlackRock Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Quarterly
MFEM,0.49,464.141449,0.287423394,N,N,N,Allianz SE,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Proprietary,Quarterly
BJK,0.67,27.13683891,0.669512095,N,N,N,Van Eck Associates Corp,Equity,Blend,Asia,Broad Market,ETF,Blend,Market Cap,Quarterly
RFAP,0.83,35.18837357,0.371013003,N,N,Y,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Unknown
ECNS,0.64,20.70853996,0.854691657,N,N,N,BlackRock Inc,Equity,Blend,Emerging Asia,Small-cap,ETF,Blend,Market Cap,Quarterly
ALD,0.55,17.75647354,#N/A N/A,N,N,Y,WisdomTree Investments Inc,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Proprietary,Not Applicable
ITEQ,0.75,65.07011414,0.132392632,N,N,N,ETF Managers Group LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Semi-Annually
BZF,0.45,12.40254879,#N/A N/A,N,N,Y,WisdomTree Investments Inc,Specialty,Currency,Latin America,#N/A N/A,ETF,Currency,Proprietary,Not Applicable
LDRI,0.22,10.05628586,0.500594389,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Duration,Monthly
PAGG,0.76,15.5460434,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
RETL,0.95,14.81375122,0.338807956,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
JHMI,0.5,27.49106789,0.433241931,N,N,N,Manulife Financial Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
SCID,0.38,4.894404888,0.217099251,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Quarterly
EQWS,0.25,21.57762337,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Equal,Quarterly
PUW,0.7,15.18037701,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
DFEN,0.95,54.6573143,0.210922871,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
DXJF,0.48,12.53086567,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Dividend,Yearly
PLND,0.66,12.79264927,#N/A N/A,N,N,N,Van Eck Associates Corp,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Quarterly
DBS,0.79,13.00329781,0.409452371,N,N,N,Invesco Ltd,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETF,Precious Metals,Multi Factor,Yearly
GSP,0.7,29.87849426,0.212799679,N,N,N,Barclays PLC,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETN,Broad Based,Fundamentals,Not Applicable
RALS,0.95,8.01824379,0.288786884,N,N,N,ProFunds Group,Alternative,Equity Hedge,#N/A N/A,#N/A N/A,ETF,Equity Hedge,Fundamentals,Daily
WREI,0.32,12.27405739,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,Europe,Broad Market,ETF,Blend,Market Cap,Quarterly
ADRA,0.3,18.09713364,0.650536558,N,N,N,Invesco Ltd,Equity,Blend,Europe,Large-cap,ETF,Blend,Market Cap,Quarterly
UCIB,0.55,5.626480103,0.963328273,N,N,N,UBS Group AG,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETN,Broad Based,Unknown,Unknown
UXI,0.95,20.57903099,0.357326537,Y,N,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
ISCF,0.4,78.20028687,0.296781441,N,N,N,BlackRock Inc,Equity,Value,Developed Market,Small-cap,ETF,Value,Proprietary,Semi-Annually
FPXI,0.7,23.13203812,0.486627492,N,N,N,Grace Partners of DuPage LP,Equity,Growth,Global,Broad Market,ETF,Growth,Fundamentals,Semi-Annually
MMTM,0.12,50.5645752,0.331453869,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Quarterly
JHMA,0.5,20.4275322,0.223468136,N,N,N,Manulife Financial Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
AMJL,0.85,12.56279182,1.685127486,Y,N,N,Credit Suisse Group AG,Equity,Blend,North America,Large-cap,ETN,Blend,Market Cap,Monthly
JSMD,0.35,81.04077148,1.15817615,N,N,N,Janus Henderson Group PLC,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
ZSL,0.95,15.08982468,0.150069469,Y,Y,N,ProFunds Group,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETF,Precious Metals,Single Asset,Daily
ESGF,0.45,23.1704998,0.259774156,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Quarterly
